category,dataset,distilgpt2_correct,failed_models,gpt2_correct,gpt2_margin,pair_id,sentence_bad,sentence_good,subtype,template_type,tiny_correct,tiny_margin
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.2634620666503906,rl_dist_0155,The drivers with the report answers.,The drivers with the report answer.,pp_singular_attractor_with,pp_attractor,False,-0.004350026448566524
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.37390708923339844,rl_dist_0156,The students with the cabinet writes.,The students with the cabinet write.,pp_singular_attractor_with,pp_attractor,False,-0.015062967936197325
mixed_disagreement,rl,False,"hf_distilgpt2,hf_tiny_gpt2",True,0.09568150838216116,rl_dist_0157,The managers with the instrument laughs.,The managers with the instrument laugh.,pp_singular_attractor_with,pp_attractor,False,-0.007099151611328125
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.27471224466959576,rl_dist_0158,The drivers with the letter opens.,The drivers with the letter open.,pp_singular_attractor_with,pp_attractor,False,-0.0007375081380214255
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.2810783386230469,rl_dist_0159,The chefs with the garden works.,The chefs with the garden work.,pp_singular_attractor_with,pp_attractor,False,-0.0063273111979160745
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.33348719278971295,rl_dist_0160,The pilots with the cabinet waits.,The pilots with the cabinet wait.,pp_singular_attractor_with,pp_attractor,False,-0.0013669331868495505
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,1.5423660278320312,rl_dist_0161,The dogs arrives.,The dogs arrive.,simple_plural,simple_agreement,False,-0.0016771952311191995
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,1.000508626302083,rl_dist_0162,The teachers works.,The teachers work.,simple_plural,simple_agreement,False,-0.003231048583984375
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.635976155598958,rl_dist_0163,The dogs works.,The dogs work.,simple_plural,simple_agreement,False,-0.0027300516764316995
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,1.6909923553466788,rl_dist_0164,The dancers arrives.,The dancers arrive.,simple_plural,simple_agreement,False,-0.0016466776529941995
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,1.7193857828776045,rl_dist_0165,The writers arrives.,The writers arrive.,simple_plural,simple_agreement,False,-0.0016047159830723245
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,1.34503173828125,rl_dist_0166,The reporters dances.,The reporters dance.,simple_plural,simple_agreement,False,-0.00214385986328125
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,1.794290542602539,rl_dist_0167,The guards arrives.,The guards arrive.,simple_plural,simple_agreement,False,-0.0015627543131504495
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,2.178964614868164,rl_dist_0168,The authors notices.,The authors notice.,simple_plural,simple_agreement,False,-0.00027338663736919955
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,1.3480288187662772,rl_dist_0169,The writers travels.,The writers travel.,simple_plural,simple_agreement,False,-0.002390543619792851
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,1.5873559315999337,rl_dist_0170,The judges travels.,The judges travel.,simple_plural,simple_agreement,False,-0.002225240071613399
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.9393170674641933,rl_dist_0171,The judges works.,The judges work.,simple_plural,simple_agreement,False,-0.0027135213216151755
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,2.5764427185058594,rl_dist_0172,The authors arrives.,The authors arrive.,simple_plural,simple_agreement,False,-0.0016771952311191995
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,1.4302921295166025,rl_dist_0173,The birds dances.,The birds dance.,simple_plural,simple_agreement,False,-0.00205230712890625
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,1.4143460591634112,rl_dist_0174,The students works.,The students work.,simple_plural,simple_agreement,False,-0.006182352701824101
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,1.3178685506184902,rl_dist_0175,The chefs reads.,The chefs read.,simple_plural,simple_agreement,False,-0.011533101399738399
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,1.9416770935058594,rl_dist_0176,The students waits.,The students wait.,simple_plural,simple_agreement,False,-0.012401580810546875
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,2.4357477823893223,rl_dist_0177,The authors runs.,The authors run.,simple_plural,simple_agreement,False,-0.01114654541015625
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,1.2628720601399737,rl_dist_0178,The reporters answers.,The reporters answer.,simple_plural,simple_agreement,False,-0.014132181803384825
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,1.2062664031982422,rl_dist_0179,The reporters travels.,The reporters travel.,simple_plural,simple_agreement,False,-0.002286275227863399
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,1.6239261627197275,rl_dist_0180,The musicians arrives.,The musicians arrive.,simple_plural,simple_agreement,False,-0.001677195231120976
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,1.3613465627034502,rl_dist_0181,The boys answers.,The boys answer.,simple_plural,simple_agreement,False,-0.0140088399251308
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,2.006446838378907,rl_dist_0182,The guards reads.,The guards read.,simple_plural,simple_agreement,False,-0.011844635009765625
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,1.2000554402669268,rl_dist_0183,The drivers answers.,The drivers answer.,simple_plural,simple_agreement,False,-0.014034271240234375
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,1.6270720163981114,rl_dist_0184,The musicians returns.,The musicians return.,simple_plural,simple_agreement,False,-0.008677164713541075
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,2.2000573476155596,rl_dist_0185,The scientists reads.,The scientists read.,simple_plural,simple_agreement,False,-0.0126635233561192
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,1.6701844533284511,rl_dist_0186,The dancers returns.,The dancers return.,simple_plural,simple_agreement,False,-0.008930206298828125
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,1.0595010121663417,rl_dist_0187,The writers smiles.,The writers smile.,simple_plural,simple_agreement,False,-0.013399759928384825
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,1.8377329508463545,rl_dist_0188,The students reads.,The students read.,simple_plural,simple_agreement,False,-0.012986501057941524
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,1.2865454355875645,rl_dist_0189,The guards answers.,The guards answer.,simple_plural,simple_agreement,False,-0.014527638753254024
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,1.6070747375488281,rl_dist_0190,The scientists notices.,The scientists notice.,simple_plural,simple_agreement,False,-0.00031789143880267545
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,1.3067309061686192,rl_dist_0191,The dancers works.,The dancers work.,simple_plural,simple_agreement,False,-0.002941131591796875
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.6748956044514962,rl_dist_0192,The musicians smiles.,The musicians smile.,simple_plural,simple_agreement,False,-0.013089497884115175
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,1.42535400390625,rl_dist_0193,The musicians runs.,The musicians run.,simple_plural,simple_agreement,False,-0.011144002278644649
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.9907054901123038,rl_dist_0194,The managers answers.,The managers answer.,simple_plural,simple_agreement,False,-0.0140533447265625
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,1.7811851501464844,rl_dist_0195,The musicians waits.,The musicians wait.,simple_plural,simple_agreement,False,-0.01169459025065045
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,1.3998559315999346,rl_dist_0196,The students writes.,The students write.,simple_plural,simple_agreement,False,-0.002460479736328125
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,1.9366086324055996,rl_dist_0197,The authors answers.,The authors answer.,simple_plural,simple_agreement,False,-0.01401519775390625
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,1.7815125783284502,rl_dist_0198,The students runs.,The students run.,simple_plural,simple_agreement,False,-0.008206685384115175
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,1.3381398518880205,rl_dist_0199,The birds answers.,The birds answer.,simple_plural,simple_agreement,False,-0.01401646931966205
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,1.2876116434733076,rl_dist_0200,The pilots arrives.,The pilots arrive.,simple_plural,simple_agreement,False,-0.001669565836589726
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.19665400187174598,rl_dist_0201,The musician open.,The musician opens.,simple_singular,simple_agreement,False,-0.0002288818359375
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.7792873382568359,rl_dist_0202,The robot open.,The robot opens.,simple_singular,simple_agreement,False,-0.0002339680989571491
all_models_fail,rl,False,"hf_distilgpt2,hf_gpt2,hf_tiny_gpt2",False,-0.1552092234293614,rl_dist_0203,The robot study.,The robot studies.,simple_singular,simple_agreement,False,-0.000911712646484375
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,1.4270814259847011,rl_dist_0204,The scientist speak.,The scientist speaks.,simple_singular,simple_agreement,False,-0.001399993896484375
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,1.739033381144206,rl_dist_0205,The actor speak.,The actor speaks.,simple_singular,simple_agreement,False,-0.0014966328938808005
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.5290609995524083,rl_dist_0206,The judge sleep.,The judge sleeps.,simple_singular,simple_agreement,False,-0.0028622945149745505
all_models_fail,rl,False,"hf_distilgpt2,hf_gpt2,hf_tiny_gpt2",False,-0.08087603251139441,rl_dist_0207,The manager open.,The manager opens.,simple_singular,simple_agreement,False,-0.00017038981119732455
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.9941005706787118,rl_dist_0208,The dog sleep.,The dog sleeps.,simple_singular,simple_agreement,False,-0.0028406778971348245
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.895671844482421,rl_dist_0209,The dog speak.,The dog speaks.,simple_singular,simple_agreement,False,-0.0014928181966151755
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.874908447265625,rl_dist_0210,The chef sleep.,The chef sleeps.,simple_singular,simple_agreement,False,-0.0029017130533848245
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.40445709228515625,rl_dist_0211,The actor open.,The actor opens.,simple_singular,simple_agreement,False,-0.00015894571940044955
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,1.5456657409667969,rl_dist_0212,The reporter speak.,The reporter speaks.,simple_singular,simple_agreement,False,-0.0014940897623691995
mixed_disagreement,rl,True,"hf_gpt2,hf_tiny_gpt2",False,-0.08164342244466027,rl_dist_0213,The guard open.,The guard opens.,simple_singular,simple_agreement,False,-0.000186920166015625
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,1.6493676503499346,rl_dist_0214,The dancer speak.,The dancer speaks.,simple_singular,simple_agreement,False,-0.0014788309733066995
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.9238020579020176,rl_dist_0215,The student write.,The student writes.,simple_singular,simple_agreement,False,-0.004779815673828125
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.8691240946451817,rl_dist_0216,The pilot close.,The pilot closes.,simple_singular,simple_agreement,False,-0.007793426513671875
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.5526638031005859,rl_dist_0217,The dancer close.,The dancer closes.,simple_singular,simple_agreement,False,-0.007794698079425899
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,1.829611460367838,rl_dist_0218,The author speak.,The author speaks.,simple_singular,simple_agreement,False,-0.001491546630859375
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.656574885050456,rl_dist_0219,The guard laugh.,The guard laughs.,simple_singular,simple_agreement,False,-0.0103899637858067
mixed_disagreement,rl,False,"hf_distilgpt2,hf_tiny_gpt2",True,0.23439280192057232,rl_dist_0220,The bird listen.,The bird listens.,simple_singular,simple_agreement,False,-0.00968297322591205
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.8369827270507812,rl_dist_0221,The chef close.,The chef closes.,simple_singular,simple_agreement,False,-0.007825215657552675
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,1.0339107513427743,rl_dist_0222,The manager listen.,The manager listens.,simple_singular,simple_agreement,False,-0.009722391764322325
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,1.349180857340495,rl_dist_0223,The author close.,The author closes.,simple_singular,simple_agreement,False,-0.0077768961588535745
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.8730106353759766,rl_dist_0224,The driver write.,The driver writes.,simple_singular,simple_agreement,False,-0.0049692789713535745
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,1.1375013987223301,rl_dist_0225,The pilot laugh.,The pilot laughs.,simple_singular,simple_agreement,False,-0.010241190592447325
mixed_disagreement,rl,False,"hf_distilgpt2,hf_tiny_gpt2",True,0.4808839162190761,rl_dist_0226,The manager study.,The manager studies.,simple_singular,simple_agreement,False,-0.0009600321451816995
mixed_disagreement,rl,True,"hf_gpt2,hf_tiny_gpt2",False,-0.29259490966796875,rl_dist_0227,The nurse close.,The nurse closes.,simple_singular,simple_agreement,False,-0.0078074137369785745
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,1.1678078969319658,rl_dist_0228,The bird speak.,The bird speaks.,simple_singular,simple_agreement,False,-0.00148773193359375
mixed_disagreement,rl,False,"hf_distilgpt2,hf_tiny_gpt2",True,0.3006159464518232,rl_dist_0229,The student move.,The student moves.,simple_singular,simple_agreement,False,-0.0017941792805995505
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,2.0071894327799473,rl_dist_0230,The writer close.,The writer closes.,simple_singular,simple_agreement,False,-0.012852986653646425
all_models_fail,rl,False,"hf_distilgpt2,hf_gpt2,hf_tiny_gpt2",False,-0.26656468709309955,rl_dist_0231,The pilot move.,The pilot moves.,simple_singular,simple_agreement,False,-0.001658121744792851
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,1.6780395507812509,rl_dist_0232,The manager write.,The manager writes.,simple_singular,simple_agreement,False,-0.005101521809894649
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,1.0181452433268223,rl_dist_0233,The robot move.,The robot moves.,simple_singular,simple_agreement,False,-0.0022099812825526755
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.7608661651611328,rl_dist_0234,The musician move.,The musician moves.,simple_singular,simple_agreement,False,-0.0021514892578125
mixed_disagreement,rl,False,"hf_distilgpt2,hf_tiny_gpt2",True,0.2814515431722011,rl_dist_0235,The bird study.,The bird studies.,simple_singular,simple_agreement,False,-0.0009638468424473245
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.6517645517985029,rl_dist_0236,The dog laugh.,The dog laughs.,simple_singular,simple_agreement,False,-0.010152180989582149
all_models_fail,rl,False,"hf_distilgpt2,hf_gpt2,hf_tiny_gpt2",False,-0.2283185323079424,rl_dist_0237,The dog study.,The dog studies.,simple_singular,simple_agreement,False,-0.0009663899739571491
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,1.937091827392579,rl_dist_0238,The reporter laugh.,The reporter laughs.,simple_singular,simple_agreement,False,-0.010148366292316524
mixed_disagreement,rl,False,"hf_distilgpt2,hf_tiny_gpt2",True,0.2518475850423183,rl_dist_0239,The scientist study.,The scientist studies.,simple_singular,simple_agreement,False,-0.0009180704752598245
tiny_fails_stronger_succeed,rl,True,hf_tiny_gpt2,True,0.2905082702636719,rl_dist_0240,The writer open.,The writer opens.,simple_singular,simple_agreement,False,-0.0031572977701816995
